feature,chi2,p,n_target,n_reference
overturned,0.09930986912542814,0.7526593950503606,3,2
pales,0.09930986912542814,0.7526593950503606,3,2
panther,0.09930986912542814,0.7526593950503606,3,2
paraphrase,0.09930986912542814,0.7526593950503606,3,2
paroled,0.09930986912542814,0.7526593950503606,3,2
part-time,0.09930986912542814,0.7526593950503606,3,2
peeled,0.09930986912542814,0.7526593950503606,3,2
penn's,0.09930986912542814,0.7526593950503606,3,2
penniless,0.09930986912542814,0.7526593950503606,3,2
penultimate,0.09930986912542814,0.7526593950503606,3,2
perceptible,0.09930986912542814,0.7526593950503606,3,2
perplexing,0.09930986912542814,0.7526593950503606,3,2
persuades,0.09930986912542814,0.7526593950503606,3,2
photographic,0.09930986912542814,0.7526593950503606,3,2
pied,0.09930986912542814,0.7526593950503606,3,2
pin,0.09930986912542814,0.7526593950503606,3,2
pistols,0.09930986912542814,0.7526593950503606,3,2
pleading,0.09930986912542814,0.7526593950503606,3,2
plunge,0.09930986912542814,0.7526593950503606,3,2
pounding,0.09930986912542814,0.7526593950503606,3,2
poured,0.09930986912542814,0.7526593950503606,3,2
pouty,0.09930986912542814,0.7526593950503606,3,2
practices,0.09930986912542814,0.7526593950503606,3,2
predictions,0.09930986912542814,0.7526593950503606,3,2
pressing,0.09930986912542814,0.7526593950503606,3,2
professors,0.09930986912542814,0.7526593950503606,3,2
prophetic,0.09930986912542814,0.7526593950503606,3,2
protector,0.09930986912542814,0.7526593950503606,3,2
provoke,0.09930986912542814,0.7526593950503606,3,2
psychology,0.09930986912542814,0.7526593950503606,3,2
publishing,0.09930986912542814,0.7526593950503606,3,2
punctuate,0.09930986912542814,0.7526593950503606,3,2
purgatory,0.09930986912542814,0.7526593950503606,3,2
quandary,0.09930986912542814,0.7526593950503606,3,2
raquel,0.09930986912542814,0.7526593950503606,3,2
rat's,0.09930986912542814,0.7526593950503606,3,2
recipient,0.09930986912542814,0.7526593950503606,3,2
relaxation,0.09930986912542814,0.7526593950503606,3,2
relocate,0.09930986912542814,0.7526593950503606,3,2
rep,0.09930986912542814,0.7526593950503606,3,2
repartee,0.09930986912542814,0.7526593950503606,3,2
repercussions,0.09930986912542814,0.7526593950503606,3,2
requested,0.09930986912542814,0.7526593950503606,3,2
requirement,0.09930986912542814,0.7526593950503606,3,2
resignation,0.09930986912542814,0.7526593950503606,3,2
resigned,0.09930986912542814,0.7526593950503606,3,2
resonate,0.09930986912542814,0.7526593950503606,3,2
retaliation,0.09930986912542814,0.7526593950503606,3,2
retiring,0.09930986912542814,0.7526593950503606,3,2
retro,0.09930986912542814,0.7526593950503606,3,2
revisit,0.09930986912542814,0.7526593950503606,3,2
richest,0.09930986912542814,0.7526593950503606,3,2
riffs,0.09930986912542814,0.7526593950503606,3,2
riotous,0.09930986912542814,0.7526593950503606,3,2
risking,0.09930986912542814,0.7526593950503606,3,2
rollicking,0.09930986912542814,0.7526593950503606,3,2
romero,0.09930986912542814,0.7526593950503606,3,2
rossi,0.09930986912542814,0.7526593950503606,3,2
roswell,0.09930986912542814,0.7526593950503606,3,2
sacrilegious,0.09930986912542814,0.7526593950503606,3,2
sank,0.09930986912542814,0.7526593950503606,3,2
scene-stealing,0.09930986912542814,0.7526593950503606,3,2
schrader's,0.09930986912542814,0.7526593950503606,3,2
scowls,0.09930986912542814,0.7526593950503606,3,2
scratched,0.09930986912542814,0.7526593950503606,3,2
secretive,0.09930986912542814,0.7526593950503606,3,2
self-congratulatory,0.09930986912542814,0.7526593950503606,3,2
self-esteem,0.09930986912542814,0.7526593950503606,3,2
self-respect,0.09930986912542814,0.7526593950503606,3,2
separating,0.09930986912542814,0.7526593950503606,3,2
sexpot,0.09930986912542814,0.7526593950503606,3,2
shaved,0.09930986912542814,0.7526593950503606,3,2
shells,0.09930986912542814,0.7526593950503606,3,2
shelter,0.09930986912542814,0.7526593950503606,3,2
shipped,0.09930986912542814,0.7526593950503606,3,2
showering,0.09930986912542814,0.7526593950503606,3,2
simpler,0.09930986912542814,0.7526593950503606,3,2
singh,0.09930986912542814,0.7526593950503606,3,2
siren,0.09930986912542814,0.7526593950503606,3,2
sizes,0.09930986912542814,0.7526593950503606,3,2
slackers,0.09930986912542814,0.7526593950503606,3,2
sneer,0.09930986912542814,0.7526593950503606,3,2
socialite,0.09930986912542814,0.7526593950503606,3,2
software,0.09930986912542814,0.7526593950503606,3,2
soggy,0.09930986912542814,0.7526593950503606,3,2
solutions,0.09930986912542814,0.7526593950503606,3,2
solves,0.09930986912542814,0.7526593950503606,3,2
sparkle,0.09930986912542814,0.7526593950503606,3,2
sparse,0.09930986912542814,0.7526593950503606,3,2
spectacles,0.09930986912542814,0.7526593950503606,3,2
speedy,0.09930986912542814,0.7526593950503606,3,2
spewing,0.09930986912542814,0.7526593950503606,3,2
spit,0.09930986912542814,0.7526593950503606,3,2
splits,0.09930986912542814,0.7526593950503606,3,2
spying,0.09930986912542814,0.7526593950503606,3,2
squadron,0.09930986912542814,0.7526593950503606,3,2
stacks,0.09930986912542814,0.7526593950503606,3,2
stagnant,0.09930986912542814,0.7526593950503606,3,2
standup,0.09930986912542814,0.7526593950503606,3,2
stashed,0.09930986912542814,0.7526593950503606,3,2
stationed,0.09930986912542814,0.7526593950503606,3,2
stephan,0.09930986912542814,0.7526593950503606,3,2
strand,0.09930986912542814,0.7526593950503606,3,2
stripping,0.09930986912542814,0.7526593950503606,3,2
strutting,0.09930986912542814,0.7526593950503606,3,2
substantially,0.09930986912542814,0.7526593950503606,3,2
suburbs,0.09930986912542814,0.7526593950503606,3,2
sunsets,0.09930986912542814,0.7526593950503606,3,2
surrender,0.09930986912542814,0.7526593950503606,3,2
suspicions,0.09930986912542814,0.7526593950503606,3,2
taciturn,0.09930986912542814,0.7526593950503606,3,2
tasty,0.09930986912542814,0.7526593950503606,3,2
teaser,0.09930986912542814,0.7526593950503606,3,2
television's,0.09930986912542814,0.7526593950503606,3,2
tempo,0.09930986912542814,0.7526593950503606,3,2
temporary,0.09930986912542814,0.7526593950503606,3,2
tenuous,0.09930986912542814,0.7526593950503606,3,2
theodore,0.09930986912542814,0.7526593950503606,3,2
thy,0.09930986912542814,0.7526593950503606,3,2
tod,0.09930986912542814,0.7526593950503606,3,2
tomatoes,0.09930986912542814,0.7526593950503606,3,2
torment,0.09930986912542814,0.7526593950503606,3,2
tour-de-force,0.09930986912542814,0.7526593950503606,3,2
trajectory,0.09930986912542814,0.7526593950503606,3,2
travelers,0.09930986912542814,0.7526593950503606,3,2
treasured,0.09930986912542814,0.7526593950503606,3,2
trendy,0.09930986912542814,0.7526593950503606,3,2
tribes,0.09930986912542814,0.7526593950503606,3,2
tripping,0.09930986912542814,0.7526593950503606,3,2
truckload,0.09930986912542814,0.7526593950503606,3,2
twenty-five,0.09930986912542814,0.7526593950503606,3,2
typed,0.09930986912542814,0.7526593950503606,3,2
unafraid,0.09930986912542814,0.7526593950503606,3,2
unborn,0.09930986912542814,0.7526593950503606,3,2
unengaging,0.09930986912542814,0.7526593950503606,3,2
unison,0.09930986912542814,0.7526593950503606,3,2
unjustly,0.09930986912542814,0.7526593950503606,3,2
unleashes,0.09930986912542814,0.7526593950503606,3,2
unrelentingly,0.09930986912542814,0.7526593950503606,3,2
unsubtle,0.09930986912542814,0.7526593950503606,3,2
varies,0.09930986912542814,0.7526593950503606,3,2
veer,0.09930986912542814,0.7526593950503606,3,2
venturing,0.09930986912542814,0.7526593950503606,3,2
wargames,0.09930986912542814,0.7526593950503606,3,2
weatherman,0.09930986912542814,0.7526593950503606,3,2
weir's,0.09930986912542814,0.7526593950503606,3,2
whisper,0.09930986912542814,0.7526593950503606,3,2
whitney,0.09930986912542814,0.7526593950503606,3,2
wilde,0.09930986912542814,0.7526593950503606,3,2
wizardry,0.09930986912542814,0.7526593950503606,3,2
womanizing,0.09930986912542814,0.7526593950503606,3,2
wonderment,0.09930986912542814,0.7526593950503606,3,2
workshop,0.09930986912542814,0.7526593950503606,3,2
zhang,0.09930986912542814,0.7526593950503606,3,2
amoral,0.09805434607669548,0.754177106982981,8,6
arises,0.09805434607669548,0.754177106982981,8,6
cameraman,0.09805434607669548,0.754177106982981,8,6
casey,0.09805434607669548,0.754177106982981,8,6
clients,0.09805434607669548,0.754177106982981,8,6
damaged,0.09805434607669548,0.754177106982981,8,6
deliverance,0.09805434607669548,0.754177106982981,8,6
dismiss,0.09805434607669548,0.754177106982981,8,6
dorn,0.09805434607669548,0.754177106982981,8,6
dumping,0.09805434607669548,0.754177106982981,8,6
generates,0.09805434607669548,0.754177106982981,8,6
gillian,0.09805434607669548,0.754177106982981,8,6
grown-up,0.09805434607669548,0.754177106982981,8,6
helicopter,0.09805434607669548,0.754177106982981,8,6
hyperactive,0.09805434607669548,0.754177106982981,8,6
icy,0.09805434607669548,0.754177106982981,8,6
inspiring,0.09805434607669548,0.754177106982981,8,6
katherine,0.09805434607669548,0.754177106982981,8,6
kid's,0.09805434607669548,0.754177106982981,8,6
lifelong,0.09805434607669548,0.754177106982981,8,6
lottery,0.09805434607669548,0.754177106982981,8,6
machinations,0.09805434607669548,0.754177106982981,8,6
maclachlan,0.09805434607669548,0.754177106982981,8,6
miracle,0.09805434607669548,0.754177106982981,8,6
mysteriously,0.09805434607669548,0.754177106982981,8,6
narrowly,0.09805434607669548,0.754177106982981,8,6
observe,0.09805434607669548,0.754177106982981,8,6
passive,0.09805434607669548,0.754177106982981,8,6
permanent,0.09805434607669548,0.754177106982981,8,6
quirks,0.09805434607669548,0.754177106982981,8,6
redundant,0.09805434607669548,0.754177106982981,8,6
renowned,0.09805434607669548,0.754177106982981,8,6
resides,0.09805434607669548,0.754177106982981,8,6
robber,0.09805434607669548,0.754177106982981,8,6
roughly,0.09805434607669548,0.754177106982981,8,6
rufus,0.09805434607669548,0.754177106982981,8,6
scandal,0.09805434607669548,0.754177106982981,8,6
scope,0.09805434607669548,0.754177106982981,8,6
scratch,0.09805434607669548,0.754177106982981,8,6
sheedy,0.09805434607669548,0.754177106982981,8,6
stores,0.09805434607669548,0.754177106982981,8,6
streak,0.09805434607669548,0.754177106982981,8,6
sunglasses,0.09805434607669548,0.754177106982981,8,6
swinging,0.09805434607669548,0.754177106982981,8,6
thereof,0.09805434607669548,0.754177106982981,8,6
undeniably,0.09805434607669548,0.754177106982981,8,6
wanna,0.09805434607669548,0.754177106982981,8,6
man's,0.0980054411007735,0.7542364400683128,40,33
surface,0.0980054411007735,0.7542364400683128,40,33
full,0.09710597516548253,0.7553306123855604,168,144
achieve,0.09692387436361877,0.7555528083547349,20,16
bullets,0.09692387436361877,0.7555528083547349,20,16
chair,0.09692387436361877,0.7555528083547349,20,16
choose,0.09692387436361877,0.7555528083547349,20,16
cynical,0.09692387436361877,0.7555528083547349,20,16
decisions,0.09692387436361877,0.7555528083547349,20,16
devoted,0.09692387436361877,0.7555528083547349,20,16
express,0.09692387436361877,0.7555528083547349,20,16
normally,0.09692387436361877,0.7555528083547349,20,16
amazed,0.09239163849690245,0.7611584195503942,14,11
belong,0.09239163849690245,0.7611584195503942,14,11
brave,0.09239163849690245,0.7611584195503942,14,11
clint,0.09239163849690245,0.7611584195503942,14,11
emphasis,0.09239163849690245,0.7611584195503942,14,11
farce,0.09239163849690245,0.7611584195503942,14,11
mayhem,0.09239163849690245,0.7611584195503942,14,11
noticeable,0.09239163849690245,0.7611584195503942,14,11
penned,0.09239163849690245,0.7611584195503942,14,11
relative,0.09239163849690245,0.7611584195503942,14,11
replacement,0.09239163849690245,0.7611584195503942,14,11
restraint,0.09239163849690245,0.7611584195503942,14,11
rings,0.09239163849690245,0.7611584195503942,14,11
sally,0.09239163849690245,0.7611584195503942,14,11
sink,0.09239163849690245,0.7611584195503942,14,11
teach,0.09239163849690245,0.7611584195503942,14,11
ties,0.09239163849690245,0.7611584195503942,14,11
jack,0.08986676213625804,0.7643466083295347,146,125
goodman,0.08976659893941807,0.7644740866451353,27,22
essentially,0.08730744485697436,0.7676285021474506,34,28
bus,0.08710346677296353,0.7678923085917346,41,34
driving,0.08710346677296353,0.7678923085917346,41,34
hunt,0.08710346677296353,0.7678923085917346,41,34
large,0.08416522292715775,0.7717302256092358,93,79
ship,0.08178135084717927,0.7748977377959114,132,113
debut,0.08141126727419419,0.7753939374973906,56,47
generally,0.08141126727419419,0.7753939374973906,56,47
older,0.08141126727419419,0.7753939374973906,56,47
40,0.08051051087030747,0.7766067708473613,21,17
friendly,0.08051051087030747,0.7766067708473613,21,17
hood,0.08051051087030747,0.7766067708473613,21,17
internet,0.08051051087030747,0.7766067708473613,21,17
object,0.08051051087030747,0.7766067708473613,21,17
related,0.08051051087030747,0.7766067708473613,21,17
round,0.08051051087030747,0.7766067708473613,21,17
surrounding,0.08051051087030747,0.7766067708473613,21,17
suspicious,0.08051051087030747,0.7766067708473613,21,17
thank,0.08051051087030747,0.7766067708473613,21,17
goal,0.07713466212668899,0.7812186493312986,42,35
hopefully,0.07674891528219303,0.781752505138073,28,23
soldier,0.07674891528219303,0.781752505138073,28,23
park,0.07668678781237909,0.7818386216550716,79,67
consider,0.07658887261932179,0.781974420751445,64,54
assistant,0.076159103007074,0.7825715785224877,35,29
miller,0.076159103007074,0.7825715785224877,35,29
roll,0.076159103007074,0.7825715785224877,35,29
left,0.07538959023997488,0.7836453505302008,221,191
arrow,0.07269197587749285,0.7874568478427386,15,12
communicate,0.07269197587749285,0.7874568478427386,15,12
considerably,0.07269197587749285,0.7874568478427386,15,12
enjoys,0.07269197587749285,0.7874568478427386,15,12
midst,0.07269197587749285,0.7874568478427386,15,12
sheen,0.07269197587749285,0.7874568478427386,15,12
sparks,0.07269197587749285,0.7874568478427386,15,12
secret,0.07229607464065411,0.7880225715314115,95,81
major,0.07103885273842196,0.7898301742171434,158,136
popular,0.07080987575734263,0.7901612316046694,103,88
intriguing,0.07054458185848492,0.7905455139273814,50,42
14-year-old,0.06938955395392188,0.7922276705379874,4,2
abundantly,0.06938955395392188,0.7922276705379874,4,2
addams,0.06938955395392188,0.7922276705379874,4,2
advancing,0.06938955395392188,0.7922276705379874,4,2
adviser,0.06938955395392188,0.7922276705379874,4,2
aired,0.06938955395392188,0.7922276705379874,4,2
alienate,0.06938955395392188,0.7922276705379874,4,2
all-around,0.06938955395392188,0.7922276705379874,4,2
anarchic,0.06938955395392188,0.7922276705379874,4,2
android,0.06938955395392188,0.7922276705379874,4,2
anytime,0.06938955395392188,0.7922276705379874,4,2
aplomb,0.06938955395392188,0.7922276705379874,4,2
arlo,0.06938955395392188,0.7922276705379874,4,2
astute,0.06938955395392188,0.7922276705379874,4,2
attire,0.06938955395392188,0.7922276705379874,4,2
author's,0.06938955395392188,0.7922276705379874,4,2
barks,0.06938955395392188,0.7922276705379874,4,2
barred,0.06938955395392188,0.7922276705379874,4,2
barriers,0.06938955395392188,0.7922276705379874,4,2
beresford,0.06938955395392188,0.7922276705379874,4,2
berkeley,0.06938955395392188,0.7922276705379874,4,2
billy's,0.06938955395392188,0.7922276705379874,4,2
birdcage,0.06938955395392188,0.7922276705379874,4,2
blending,0.06938955395392188,0.7922276705379874,4,2
bloodied,0.06938955395392188,0.7922276705379874,4,2
blueprint,0.06938955395392188,0.7922276705379874,4,2
bordering,0.06938955395392188,0.7922276705379874,4,2
branches,0.06938955395392188,0.7922276705379874,4,2
bravado,0.06938955395392188,0.7922276705379874,4,2
brit,0.06938955395392188,0.7922276705379874,4,2
broadbent,0.06938955395392188,0.7922276705379874,4,2
burma,0.06938955395392188,0.7922276705379874,4,2
cache,0.06938955395392188,0.7922276705379874,4,2
captive,0.06938955395392188,0.7922276705379874,4,2
carefree,0.06938955395392188,0.7922276705379874,4,2
cassidy,0.06938955395392188,0.7922276705379874,4,2
catharsis,0.06938955395392188,0.7922276705379874,4,2
cathartic,0.06938955395392188,0.7922276705379874,4,2
cattle,0.06938955395392188,0.7922276705379874,4,2
celibacy,0.06938955395392188,0.7922276705379874,4,2
censors,0.06938955395392188,0.7922276705379874,4,2
cheeks,0.06938955395392188,0.7922276705379874,4,2
choses,0.06938955395392188,0.7922276705379874,4,2
clashes,0.06938955395392188,0.7922276705379874,4,2
classmates,0.06938955395392188,0.7922276705379874,4,2
clinton's,0.06938955395392188,0.7922276705379874,4,2
co-screenwriter,0.06938955395392188,0.7922276705379874,4,2
collapsing,0.06938955395392188,0.7922276705379874,4,2
colliding,0.06938955395392188,0.7922276705379874,4,2
colored,0.06938955395392188,0.7922276705379874,4,2
commercially,0.06938955395392188,0.7922276705379874,4,2
condemn,0.06938955395392188,0.7922276705379874,4,2
condom,0.06938955395392188,0.7922276705379874,4,2
conflicting,0.06938955395392188,0.7922276705379874,4,2
construed,0.06938955395392188,0.7922276705379874,4,2
contributions,0.06938955395392188,0.7922276705379874,4,2
cosmic,0.06938955395392188,0.7922276705379874,4,2
cough,0.06938955395392188,0.7922276705379874,4,2
crib,0.06938955395392188,0.7922276705379874,4,2
